0,1
nibrs_crime_category_MISCELLANEOUS,0.7893004417419434
division_NorthCentral,0.01748666539788246
watch,0.01717570424079895
district_D6,0.01060066930949688
hour,0.008912927471101284
district_D7,0.007895330898463726
nibrs_crime_category_PUBLIC INTOXICATION,0.0076425340957939625
district_D8,0.00720113143324852
division_Central,0.007190769538283348
division_SouthEast,0.006362868007272482
district_D5,0.006085973232984543
latitude,0.0056013124994933605
district_D4,0.005519573111087084
nibrs_crime_category_DRUG/ NARCOTIC VIOLATIONS,0.005398813169449568
day1_Thu,0.0053016082383692265
district_D10,0.005280558485537767
day1_Fri,0.005277127493172884
day1_Sat,0.00523003377020359
district_D2,0.005147561430931091
day1_Wed,0.005135555751621723
nibrs_crime_category_ASSAULT OFFENSES,0.004908108618110418
district_D14,0.0045183030888438225
division_NorthWest,0.004482879303395748
district_D3,0.004475620109587908
day1_Mon,0.00440283352509141
division_NorthEast,0.004343086387962103
district_D1,0.004190487787127495
day1_Tue,0.003919960930943489
district_D11,0.0037961360067129135
district_D13,0.003229935420677066
division_SouthWest,0.003127699950709939
division_SouthCentral,0.0030765922274440527
nibrs_crime_category_MOTOR VEHICLE THEFT,0.0030755293555557728
nibrs_crime_category_LARCENY/ THEFT OFFENSES,0.00291438028216362
day1_Sun,0.002656780183315277
nibrs_crime_category_ALL OTHER OFFENSES,0.002413660753518343
nibrs_crime_category_ROBBERY,0.0016692574135959148
nibrs_crime_category_DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,0.0014795537572354078
nibrs_crime_category_TRAFFIC VIOLATION - HAZARDOUS,0.0013554844772443175
nibrs_crime_category_BURGLARY/ BREAKING & ENTERING,0.0011945684673264623
district_D9,0.0010220534168183804
district_D12,0.0
