watch,hour,latitude,division_Central,division_NorthCentral,division_NorthEast,division_NorthWest,division_SouthCentral,division_SouthEast,division_SouthWest,district_D1,district_D10,district_D11,district_D12,district_D13,district_D14,district_D2,district_D3,district_D4,district_D5,district_D6,district_D7,district_D8,district_D9,day1_Fri,day1_Mon,day1_Sat,day1_Sun,day1_Thu,day1_Tue,day1_Wed,nibrs_crime_category_ALL OTHER OFFENSES,nibrs_crime_category_ASSAULT OFFENSES,nibrs_crime_category_BURGLARY/ BREAKING & ENTERING,nibrs_crime_category_DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,nibrs_crime_category_DRUG/ NARCOTIC VIOLATIONS,nibrs_crime_category_LARCENY/ THEFT OFFENSES,nibrs_crime_category_MISCELLANEOUS,nibrs_crime_category_MOTOR VEHICLE THEFT,nibrs_crime_category_PUBLIC INTOXICATION,nibrs_crime_category_ROBBERY,nibrs_crime_category_TRAFFIC VIOLATION - HAZARDOUS
3,17,32.71698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
